,Algorithm,Instance,Total Cost,Running Time,Type,Small-ratio,Medium-ratio,Large-ratio,Number of Customers,Number of Clusters,Region
1063,DE,MKS_nc_30_ncl_3_nv_60_historical_6,4.0,9.0,Historical,,,,30,3,MKS
1064,DE,MKS_nc_30_ncl_3_nv_60_historical_7,4.0,3.0,Historical,,,,30,3,MKS
1065,DE,MKS_nc_30_ncl_3_nv_60_historical_8,3.0,7.0,Historical,,,,30,3,MKS
1066,DE,MKS_nc_30_ncl_3_nv_60_historical_9,3.0,7.0,Historical,,,,30,3,MKS
1067,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,5.0,6.0,Generated,0.2,0.2,0.6,30,5,MKS
1068,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_1,8.0,5.0,Generated,0.2,0.2,0.6,30,5,MKS
1069,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_2,7.0,9.0,Generated,0.2,0.2,0.6,30,5,MKS
1070,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0,7.0,1.0,Generated,0.2,0.6,0.2,30,5,MKS
1071,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_1,8.0,3.0,Generated,0.2,0.6,0.2,30,5,MKS
1072,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_2,7.0,8.0,Generated,0.2,0.6,0.2,30,5,MKS
1073,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_0,7.0,5.0,Generated,0.33,0.33,0.33,30,5,MKS
1074,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_1,7.0,5.0,Generated,0.33,0.33,0.33,30,5,MKS
1075,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_2,9.0,3.0,Generated,0.33,0.33,0.33,30,5,MKS
1076,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,5.0,6.0,Generated,0.6,0.2,0.2,30,5,MKS
1077,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_1,4.0,9.0,Generated,0.6,0.2,0.2,30,5,MKS
1078,DE,MKS_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_2,4.0,9.0,Generated,0.6,0.2,0.2,30,5,MKS
1079,DE,MKS_nc_30_ncl_5_nv_60_historical_0,3.0,5.0,Historical,,,,30,5,MKS
1080,DE,MKS_nc_30_ncl_5_nv_60_historical_1,4.0,7.0,Historical,,,,30,5,MKS
1081,DE,MKS_nc_30_ncl_5_nv_60_historical_2,3.0,7.0,Historical,,,,30,5,MKS
1082,DE,MKS_nc_30_ncl_5_nv_60_historical_3,3.0,2.0,Historical,,,,30,5,MKS
1083,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_0,9.0,,Generated,0.2,0.2,0.6,50,3,MKS
1084,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_1,9.0,7.0,Generated,0.2,0.2,0.6,50,3,MKS
1085,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_2,1.0,1.0,Generated,0.2,0.2,0.6,50,3,MKS
1086,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_0,1.0,5.0,Generated,0.2,0.6,0.2,50,3,MKS
1087,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_1,1.0,3.0,Generated,0.2,0.6,0.2,50,3,MKS
1088,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_2,1.0,3.0,Generated,0.2,0.6,0.2,50,3,MKS
1089,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_0,1.0,4.0,Generated,0.33,0.33,0.33,50,3,MKS
1090,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_1,1.0,2.0,Generated,0.33,0.33,0.33,50,3,MKS
1091,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_2,9.0,9.0,Generated,0.33,0.33,0.33,50,3,MKS
1092,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_0,8.0,8.0,Generated,0.6,0.2,0.2,50,3,MKS
1093,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_1,8.0,2.0,Generated,0.6,0.2,0.2,50,3,MKS
1094,DE,MKS_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_2,7.0,8.0,Generated,0.6,0.2,0.2,50,3,MKS
1095,DE,MKS_nc_48_ncl_3_nv_100_historical_0,7.0,1.0,Historical,,,,50,3,MKS
1096,DE,MKS_nc_48_ncl_3_nv_100_historical_1,7.0,4.0,Historical,,,,50,3,MKS
1097,DE,MKS_nc_48_ncl_3_nv_100_historical_2,8.0,5.0,Historical,,,,50,3,MKS
1098,DE,MKS_nc_48_ncl_3_nv_100_historical_3,8.0,6.0,Historical,,,,50,3,MKS
1099,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_0,9.0,6.0,Generated,0.2,0.2,0.6,50,1,MKS
1100,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_1,1.0,0.0,Generated,0.2,0.2,0.6,50,1,MKS
1101,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_2,1.0,0.0,Generated,0.2,0.2,0.6,50,1,MKS
1102,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_0,1.0,3.0,Generated,0.2,0.6,0.2,50,1,MKS
1103,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_1,1.0,0.0,Generated,0.2,0.6,0.2,50,1,MKS
1104,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_2,1.0,3.0,Generated,0.2,0.6,0.2,50,1,MKS
1105,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_0,1.0,2.0,Generated,0.33,0.33,0.33,50,1,MKS
1106,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_1,1.0,1.0,Generated,0.33,0.33,0.33,50,1,MKS
1107,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_2,1.0,3.0,Generated,0.33,0.33,0.33,50,1,MKS
1108,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_0,9.0,8.0,Generated,0.6,0.2,0.2,50,1,MKS
1109,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_1,8.0,4.0,Generated,0.6,0.2,0.2,50,1,MKS
1110,DE,MKS_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_2,6.0,9.0,Generated,0.6,0.2,0.2,50,1,MKS
1111,DE,MKS_nc_50_ncl_1_nv_100_historical_0,7.0,9.0,Historical,,,,50,1,MKS
1112,DE,MKS_nc_50_ncl_1_nv_100_historical_1,9.0,0.0,Historical,,,,50,1,MKS
1113,DE,MKS_nc_50_ncl_1_nv_100_historical_2,8.0,1.0,Historical,,,,50,1,MKS
1114,DE,MKS_nc_50_ncl_1_nv_100_historical_3,6.0,5.0,Historical,,,,50,1,MKS
1115,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0,9.0,,Generated,0.2,0.2,0.6,50,5,MKS
1116,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_1,9.0,9.0,Generated,0.2,0.2,0.6,50,5,MKS
1117,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_2,7.0,,Generated,0.2,0.2,0.6,50,5,MKS
1118,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_0,1.0,2.0,Generated,0.2,0.6,0.2,50,5,MKS
1119,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_1,1.0,5.0,Generated,0.2,0.6,0.2,50,5,MKS
1120,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_2,1.0,3.0,Generated,0.2,0.6,0.2,50,5,MKS
1121,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_0,1.0,5.0,Generated,0.33,0.33,0.33,50,5,MKS
1122,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_1,1.0,4.0,Generated,0.33,0.33,0.33,50,5,MKS
1123,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.33_0.33_0.33_2,1.0,4.0,Generated,0.33,0.33,0.33,50,5,MKS
1124,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_0,8.0,3.0,Generated,0.6,0.2,0.2,50,5,MKS
1125,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_1,7.0,0.0,Generated,0.6,0.2,0.2,50,5,MKS
1126,DE,MKS_nc_50_ncl_5_nv_100_generated_r_0.60_0.20_0.20_2,9.0,2.0,Generated,0.6,0.2,0.2,50,5,MKS
1127,DE,MKS_nc_50_ncl_5_nv_100_historical_0,9.0,8.0,Historical,,,,50,5,MKS
1128,DE,MKS_nc_50_ncl_5_nv_100_historical_1,7.0,8.0,Historical,,,,50,5,MKS
1129,DE,MKS_nc_50_ncl_5_nv_100_historical_2,9.0,5.0,Historical,,,,50,5,MKS
1130,DE,MKS_nc_50_ncl_5_nv_100_historical_3,9.0,6.0,Historical,,,,50,5,MKS
1131,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_0,4.0,3.0,Generated,0.2,0.2,0.6,15,1,SBY
1132,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_1,3.0,2.0,Generated,0.2,0.2,0.6,15,1,SBY
1133,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.20_0.60_2,3.0,0.0,Generated,0.2,0.2,0.6,15,1,SBY
1134,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_0,3.0,4.0,Generated,0.2,0.6,0.2,15,1,SBY
1135,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_1,3.0,6.0,Generated,0.2,0.6,0.2,15,1,SBY
1136,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_2,4.0,1.0,Generated,0.2,0.6,0.2,15,1,SBY
1137,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_0,3.0,5.0,Generated,0.33,0.33,0.33,15,1,SBY
1138,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_1,4.0,3.0,Generated,0.33,0.33,0.33,15,1,SBY
1139,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_2,3.0,2.0,Generated,0.33,0.33,0.33,15,1,SBY
1140,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_0,2.0,4.0,Generated,0.6,0.2,0.2,15,1,SBY
1141,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_1,2.0,4.0,Generated,0.6,0.2,0.2,15,1,SBY
1142,DE,SBY_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_2,2.0,4.0,Generated,0.6,0.2,0.2,15,1,SBY
1143,DE,SBY_nc_15_ncl_1_nv_30_historical_0,1.0,2.0,Historical,,,,15,1,SBY
1144,DE,SBY_nc_15_ncl_1_nv_30_historical_1,1.0,3.0,Historical,,,,15,1,SBY
1145,DE,SBY_nc_15_ncl_1_nv_30_historical_2,1.0,1.0,Historical,,,,15,1,SBY
1146,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_0,3.0,1.0,Generated,0.2,0.2,0.6,15,3,SBY
1147,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_1,2.0,4.0,Generated,0.2,0.2,0.6,15,3,SBY
1148,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_2,2.0,9.0,Generated,0.2,0.2,0.6,15,3,SBY
1149,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_0,4.0,7.0,Generated,0.2,0.6,0.2,15,3,SBY
1150,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_1,4.0,0.0,Generated,0.2,0.6,0.2,15,3,SBY
1151,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_2,3.0,9.0,Generated,0.2,0.6,0.2,15,3,SBY
1152,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_0,2.0,8.0,Generated,0.33,0.33,0.33,15,3,SBY
1153,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_1,5.0,3.0,Generated,0.33,0.33,0.33,15,3,SBY
1154,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_2,3.0,3.0,Generated,0.33,0.33,0.33,15,3,SBY
1155,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_0,2.0,0.0,Generated,0.6,0.2,0.2,15,3,SBY
1156,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_1,2.0,6.0,Generated,0.6,0.2,0.2,15,3,SBY
1157,DE,SBY_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_2,2.0,3.0,Generated,0.6,0.2,0.2,15,3,SBY
1158,DE,SBY_nc_15_ncl_3_nv_30_historical_0,8.0,4.0,Historical,,,,15,3,SBY
1159,DE,SBY_nc_15_ncl_3_nv_30_historical_1,8.0,3.0,Historical,,,,15,3,SBY
1160,DE,SBY_nc_15_ncl_3_nv_30_historical_2,8.0,3.0,Historical,,,,15,3,SBY
1161,DE,SBY_nc_15_ncl_3_nv_30_historical_3,7.0,6.0,Historical,,,,15,3,SBY
1162,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_0,3.0,,Generated,0.2,0.2,0.6,15,5,SBY
1163,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_1,2.0,9.0,Generated,0.2,0.2,0.6,15,5,SBY
1164,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_2,3.0,7.0,Generated,0.2,0.2,0.6,15,5,SBY
1165,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_0,4.0,0.0,Generated,0.2,0.6,0.2,15,5,SBY
1166,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_1,4.0,1.0,Generated,0.2,0.6,0.2,15,5,SBY
1167,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_2,3.0,9.0,Generated,0.2,0.6,0.2,15,5,SBY
1168,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_0,3.0,6.0,Generated,0.33,0.33,0.33,15,5,SBY
1169,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_1,3.0,7.0,Generated,0.33,0.33,0.33,15,5,SBY
1170,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_2,3.0,2.0,Generated,0.33,0.33,0.33,15,5,SBY
1171,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_0,2.0,3.0,Generated,0.6,0.2,0.2,15,5,SBY
1172,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_1,2.0,7.0,Generated,0.6,0.2,0.2,15,5,SBY
1173,DE,SBY_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_2,2.0,5.0,Generated,0.6,0.2,0.2,15,5,SBY
1174,DE,SBY_nc_15_ncl_5_nv_30_historical_0,1.0,3.0,Historical,,,,15,5,SBY
1175,DE,SBY_nc_15_ncl_5_nv_30_historical_1,1.0,6.0,Historical,,,,15,5,SBY
1176,DE,SBY_nc_15_ncl_5_nv_30_historical_2,1.0,2.0,Historical,,,,15,5,SBY
1177,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_0,6.0,4.0,Generated,0.2,0.2,0.6,30,1,SBY
1178,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_1,6.0,7.0,Generated,0.2,0.2,0.6,30,1,SBY
1179,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_2,6.0,0.0,Generated,0.2,0.2,0.6,30,1,SBY
1180,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_0,7.0,2.0,Generated,0.2,0.6,0.2,30,1,SBY
1181,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_1,8.0,8.0,Generated,0.2,0.6,0.2,30,1,SBY
1182,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_2,6.0,6.0,Generated,0.2,0.6,0.2,30,1,SBY
1183,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_0,6.0,9.0,Generated,0.33,0.33,0.33,30,1,SBY
1184,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_1,8.0,1.0,Generated,0.33,0.33,0.33,30,1,SBY
1185,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.33_0.33_0.33_2,7.0,2.0,Generated,0.33,0.33,0.33,30,1,SBY
1186,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_0,4.0,2.0,Generated,0.6,0.2,0.2,30,1,SBY
1187,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_1,5.0,1.0,Generated,0.6,0.2,0.2,30,1,SBY
1188,DE,SBY_nc_30_ncl_1_nv_60_generated_r_0.60_0.20_0.20_2,4.0,6.0,Generated,0.6,0.2,0.2,30,1,SBY
1189,DE,SBY_nc_30_ncl_1_nv_60_historical_0,3.0,7.0,Historical,,,,30,1,SBY
1190,DE,SBY_nc_30_ncl_1_nv_60_historical_1,3.0,6.0,Historical,,,,30,1,SBY
1191,DE,SBY_nc_30_ncl_1_nv_60_historical_2,3.0,2.0,Historical,,,,30,1,SBY
1192,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_0,7.0,1.0,Generated,0.2,0.2,0.6,30,3,SBY
1193,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_1,8.0,6.0,Generated,0.2,0.2,0.6,30,3,SBY
1194,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.20_0.60_2,5.0,0.0,Generated,0.2,0.2,0.6,30,3,SBY
1195,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_0,9.0,2.0,Generated,0.2,0.6,0.2,30,3,SBY
1196,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_1,7.0,0.0,Generated,0.2,0.6,0.2,30,3,SBY
1197,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.20_0.60_0.20_2,6.0,4.0,Generated,0.2,0.6,0.2,30,3,SBY
1198,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_0,6.0,9.0,Generated,0.33,0.33,0.33,30,3,SBY
1199,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_1,6.0,7.0,Generated,0.33,0.33,0.33,30,3,SBY
1200,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.33_0.33_0.33_2,8.0,2.0,Generated,0.33,0.33,0.33,30,3,SBY
1201,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_0,4.0,5.0,Generated,0.6,0.2,0.2,30,3,SBY
1202,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_1,4.0,5.0,Generated,0.6,0.2,0.2,30,3,SBY
1203,DE,SBY_nc_30_ncl_3_nv_60_generated_r_0.60_0.20_0.20_2,4.0,2.0,Generated,0.6,0.2,0.2,30,3,SBY
1204,DE,SBY_nc_30_ncl_3_nv_60_historical_0,3.0,7.0,Historical,,,,30,3,SBY
1205,DE,SBY_nc_30_ncl_3_nv_60_historical_1,4.0,0.0,Historical,,,,30,3,SBY
1206,DE,SBY_nc_30_ncl_3_nv_60_historical_2,2.0,3.0,Historical,,,,30,3,SBY
1207,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,7.0,7.0,Generated,0.2,0.2,0.6,30,5,SBY
1208,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_1,5.0,5.0,Generated,0.2,0.2,0.6,30,5,SBY
1209,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.20_0.60_2,6.0,9.0,Generated,0.2,0.2,0.6,30,5,SBY
1210,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_0,7.0,2.0,Generated,0.2,0.6,0.2,30,5,SBY
1211,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_1,6.0,0.0,Generated,0.2,0.6,0.2,30,5,SBY
1212,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.20_0.60_0.20_2,6.0,7.0,Generated,0.2,0.6,0.2,30,5,SBY
1213,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_0,7.0,2.0,Generated,0.33,0.33,0.33,30,5,SBY
1214,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_1,8.0,0.0,Generated,0.33,0.33,0.33,30,5,SBY
1215,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.33_0.33_0.33_2,6.0,9.0,Generated,0.33,0.33,0.33,30,5,SBY
1216,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,5.0,9.0,Generated,0.6,0.2,0.2,30,5,SBY
1217,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_1,4.0,2.0,Generated,0.6,0.2,0.2,30,5,SBY
1218,DE,SBY_nc_30_ncl_5_nv_60_generated_r_0.60_0.20_0.20_2,4.0,3.0,Generated,0.6,0.2,0.2,30,5,SBY
1219,DE,SBY_nc_30_ncl_5_nv_60_historical_0,3.0,5.0,Historical,,,,30,5,SBY
1220,DE,SBY_nc_30_ncl_5_nv_60_historical_1,4.0,0.0,Historical,,,,30,5,SBY
1221,DE,SBY_nc_30_ncl_5_nv_60_historical_2,2.0,8.0,Historical,,,,30,5,SBY
1222,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_0,9.0,,Generated,0.2,0.2,0.6,50,3,SBY
1223,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_1,8.0,4.0,Generated,0.2,0.2,0.6,50,3,SBY
1224,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.20_0.60_2,1.0,0.0,Generated,0.2,0.2,0.6,50,3,SBY
1225,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_0,1.0,1.0,Generated,0.2,0.6,0.2,50,3,SBY
1226,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_1,1.0,0.0,Generated,0.2,0.6,0.2,50,3,SBY
1227,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.20_0.60_0.20_2,1.0,1.0,Generated,0.2,0.6,0.2,50,3,SBY
1228,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_0,9.0,5.0,Generated,0.33,0.33,0.33,50,3,SBY
1229,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_1,9.0,3.0,Generated,0.33,0.33,0.33,50,3,SBY
1230,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.33_0.33_0.33_2,9.0,7.0,Generated,0.33,0.33,0.33,50,3,SBY
1231,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_0,7.0,3.0,Generated,0.6,0.2,0.2,50,3,SBY
1232,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_1,8.0,8.0,Generated,0.6,0.2,0.2,50,3,SBY
1233,DE,SBY_nc_48_ncl_3_nv_100_generated_r_0.60_0.20_0.20_2,8.0,2.0,Generated,0.6,0.2,0.2,50,3,SBY
1234,DE,SBY_nc_48_ncl_3_nv_100_historical_0,7.0,1.0,Historical,,,,50,3,SBY
1235,DE,SBY_nc_48_ncl_3_nv_100_historical_1,4.0,9.0,Historical,,,,50,3,SBY
1236,DE,SBY_nc_48_ncl_3_nv_100_historical_2,5.0,2.0,Historical,,,,50,3,SBY
1237,DE,SBY_nc_48_ncl_3_nv_100_historical_3,7.0,9.0,Historical,,,,50,3,SBY
1238,DE,SBY_nc_48_ncl_3_nv_100_historical_4,5.0,9.0,Historical,,,,50,3,SBY
1239,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_0,9.0,9.0,Generated,0.2,0.2,0.6,50,1,SBY
1240,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_1,9.0,,Generated,0.2,0.2,0.6,50,1,SBY
1241,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.20_0.60_2,9.0,4.0,Generated,0.2,0.2,0.6,50,1,SBY
1242,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_0,1.0,0.0,Generated,0.2,0.6,0.2,50,1,SBY
1243,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_1,1.0,3.0,Generated,0.2,0.6,0.2,50,1,SBY
1244,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.20_0.60_0.20_2,1.0,2.0,Generated,0.2,0.6,0.2,50,1,SBY
1245,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_0,1.0,1.0,Generated,0.33,0.33,0.33,50,1,SBY
1246,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_1,1.0,1.0,Generated,0.33,0.33,0.33,50,1,SBY
1247,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.33_0.33_0.33_2,1.0,2.0,Generated,0.33,0.33,0.33,50,1,SBY
1248,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_0,7.0,5.0,Generated,0.6,0.2,0.2,50,1,SBY
1249,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_1,9.0,9.0,Generated,0.6,0.2,0.2,50,1,SBY
1250,DE,SBY_nc_50_ncl_1_nv_100_generated_r_0.60_0.20_0.20_2,7.0,8.0,Generated,0.6,0.2,0.2,50,1,SBY
1251,DE,SBY_nc_50_ncl_1_nv_100_historical_0,8.0,1.0,Historical,,,,50,1,SBY
1252,DE,SBY_nc_50_ncl_1_nv_100_historical_1,7.0,7.0,Historical,,,,50,1,SBY
1253,DE,SBY_nc_50_ncl_1_nv_100_historical_2,8.0,4.0,Historical,,,,50,1,SBY
1254,DE,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_0,1.0,0.0,Generated,0.2,0.2,0.6,50,5,SBY
1255,DE,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_1,1.0,0.0,Generated,0.2,0.2,0.6,50,5,SBY
1256,DE,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.20_0.60_2,8.0,,Generated,0.2,0.2,0.6,50,5,SBY
1257,DE,SBY_nc_50_ncl_5_nv_100_generated_r_0.20_0.60_0.20_0,1.0,2.0,Generated,0.2,0.6,0.2,50,5,SBY
