,Algorithm,Instance,Total Cost,Running Time,Type,Small-ratio,Medium-ratio,Large-ratio,Number of Customers,Number of Clusters,Region
430,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_1,3.0,0.0,Generated,0.2,0.6,0.2,15,1,JK2
431,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.20_0.60_0.20_2,2.0,6.0,Generated,0.2,0.6,0.2,15,1,JK2
432,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_0,2.0,7.0,Generated,0.33,0.33,0.33,15,1,JK2
433,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_1,3.0,1.0,Generated,0.33,0.33,0.33,15,1,JK2
434,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.33_0.33_0.33_2,3.0,5.0,Generated,0.33,0.33,0.33,15,1,JK2
435,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_0,1.0,8.0,Generated,0.6,0.2,0.2,15,1,JK2
436,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_1,2.0,6.0,Generated,0.6,0.2,0.2,15,1,JK2
437,BRKGA,JK2_nc_15_ncl_1_nv_30_generated_r_0.60_0.20_0.20_2,1.0,9.0,Generated,0.6,0.2,0.2,15,1,JK2
438,BRKGA,JK2_nc_15_ncl_1_nv_30_historical_0,8.0,4.0,Historical,,,,15,1,JK2
439,BRKGA,JK2_nc_15_ncl_1_nv_30_historical_1,1.0,2.0,Historical,,,,15,1,JK2
440,BRKGA,JK2_nc_15_ncl_1_nv_30_historical_2,9.0,2.0,Historical,,,,15,1,JK2
441,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_0,2.0,6.0,Generated,0.2,0.2,0.6,15,3,JK2
442,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_1,2.0,2.0,Generated,0.2,0.2,0.6,15,3,JK2
443,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.20_0.60_2,2.0,2.0,Generated,0.2,0.2,0.6,15,3,JK2
444,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_0,3.0,4.0,Generated,0.2,0.6,0.2,15,3,JK2
445,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_1,2.0,3.0,Generated,0.2,0.6,0.2,15,3,JK2
446,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.20_0.60_0.20_2,3.0,0.0,Generated,0.2,0.6,0.2,15,3,JK2
447,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_0,3.0,4.0,Generated,0.33,0.33,0.33,15,3,JK2
448,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_1,2.0,6.0,Generated,0.33,0.33,0.33,15,3,JK2
449,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.33_0.33_0.33_2,3.0,4.0,Generated,0.33,0.33,0.33,15,3,JK2
450,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_0,2.0,2.0,Generated,0.6,0.2,0.2,15,3,JK2
451,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_1,1.0,9.0,Generated,0.6,0.2,0.2,15,3,JK2
452,BRKGA,JK2_nc_15_ncl_3_nv_30_generated_r_0.60_0.20_0.20_2,2.0,2.0,Generated,0.6,0.2,0.2,15,3,JK2
453,BRKGA,JK2_nc_15_ncl_3_nv_30_historical_0,1.0,0.0,Historical,,,,15,3,JK2
454,BRKGA,JK2_nc_15_ncl_3_nv_30_historical_1,1.0,2.0,Historical,,,,15,3,JK2
455,BRKGA,JK2_nc_15_ncl_3_nv_30_historical_2,9.0,8.0,Historical,,,,15,3,JK2
456,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_0,3.0,5.0,Generated,0.2,0.2,0.6,15,5,JK2
457,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_1,2.0,4.0,Generated,0.2,0.2,0.6,15,5,JK2
458,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.20_0.60_2,2.0,8.0,Generated,0.2,0.2,0.6,15,5,JK2
459,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_0,3.0,4.0,Generated,0.2,0.6,0.2,15,5,JK2
460,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.20_0.60_0.20_1,3.0,4.0,Generated,0.2,0.6,0.2,15,5,JK2
461,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_0,3.0,4.0,Generated,0.33,0.33,0.33,15,5,JK2
462,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_1,3.0,0.0,Generated,0.33,0.33,0.33,15,5,JK2
463,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.33_0.33_0.33_2,2.0,6.0,Generated,0.33,0.33,0.33,15,5,JK2
464,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_0,1.0,5.0,Generated,0.6,0.2,0.2,15,5,JK2
465,BRKGA,JK2_nc_15_ncl_5_nv_30_generated_r_0.60_0.20_0.20_1,1.0,5.0,Generated,0.6,0.2,0.2,15,5,JK2
466,BRKGA,JK2_nc_15_ncl_5_nv_30_historical_0,9.0,5.0,Historical,,,,15,5,JK2
467,BRKGA,JK2_nc_15_ncl_5_nv_30_historical_1,1.0,4.0,Historical,,,,15,5,JK2
468,BRKGA,JK2_nc_18_ncl_5_nv_60_generated_r_0.60_0.20_0.20_0,2.0,2.0,Generated,0.6,0.2,0.2,30,5,JK2
469,BRKGA,JK2_nc_24_ncl_5_nv_60_generated_r_0.20_0.20_0.60_0,3.0,5.0,Generated,0.2,0.2,0.6,30,5,JK2
470,BRKGA,JK2_nc_24_ncl_5_nv_60_historical_0,2.0,3.0,Historical,,,,30,5,JK2
471,BRKGA,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_0,4.0,9.0,Generated,0.2,0.2,0.6,30,1,JK2
472,BRKGA,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_1,4.0,0.0,Generated,0.2,0.2,0.6,30,1,JK2
473,BRKGA,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.20_0.60_2,5.0,0.0,Generated,0.2,0.2,0.6,30,1,JK2
474,BRKGA,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_0,6.0,4.0,Generated,0.2,0.6,0.2,30,1,JK2
475,BRKGA,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_1,5.0,6.0,Generated,0.2,0.6,0.2,30,1,JK2
476,BRKGA,JK2_nc_30_ncl_1_nv_60_generated_r_0.20_0.60_0.20_2,5.0,6.0,Generated,0.2,0.6,0.2,30,1,JK2
